disaster_type,current_area_km2,wind_speed,wind_direction,terrain_type,elevation_m,vegetation_density,days_active,predicted_area_km2
wildfire,37.53,10.3,261.6,urban,47.6,0.767,4,55.68
flood,33.21,36.8,131.8,forested,280.9,0.25,9,96.85
wildfire,59.17,24.8,207.7,mountainous,1797.5,0.556,16,68.46
flood,15.67,12.1,138.9,coastal,639.1,0.892,4,27.04
wildfire,5.17,38.8,195.3,urban,2724.8,0.048,3,5.17
flood,24.27,4.5,214.3,flat,619.3,0.097,26,35.57
wildfire,22.41,30.9,298.5,hilly,103.9,0.151,9,46.04
wildfire,54.07,9.1,168.3,flat,2568.6,0.427,14,54.07
flood,7.31,35.1,277.2,urban,2766.5,0.605,24,9.35
flood,1.23,25.9,271.7,urban,983.6,0.745,10,1.74
flood,11.64,25.2,184.8,coastal,197.6,0.325,3,18.96
flood,41.98,22.6,63.3,urban,2852.8,0.041,23,47.86
wildfire,91.37,18.1,237.6,urban,2733.9,0.416,5,91.37
flood,2.14,28.9,101.8,forested,2030.5,0.748,7,4.37
flood,24.05,30.8,66.6,hilly,989.9,0.1,21,58.13
wildfire,4.31,60.3,174.8,hilly,2657.0,0.1,15,5.54
wildfire,44.84,0.0,200.0,urban,1023.5,0.034,20,44.84
wildfire,5.28,9.8,32.0,coastal,356.5,0.196,26,6.55
wildfire,24.27,29.6,158.5,urban,1565.8,0.531,13,27.67
wildfire,134.06,36.0,266.0,forested,1798.3,0.781,28,188.74
flood,51.72,30.8,205.0,coastal,1846.4,0.736,19,110.46
wildfire,105.0,10.5,232.5,coastal,863.0,0.99,19,176.79
wildfire,37.47,33.2,245.9,forested,265.4,0.698,22,94.29
wildfire,202.28,39.6,346.5,flat,220.7,0.384,29,539.31
flood,30.91,0.0,33.4,coastal,484.2,0.712,5,45.36
flood,212.59,12.2,358.0,hilly,1582.7,0.834,17,246.35
flood,22.69,35.4,267.7,flat,1092.5,0.224,21,51.98
flood,26.22,16.8,241.0,coastal,2504.9,0.629,23,40.62
flood,45.71,27.8,263.3,hilly,1072.6,0.672,13,66.92
wildfire,30.57,18.6,127.0,forested,1717.8,0.847,16,34.35
wildfire,29.08,9.8,139.0,forested,858.2,0.972,24,52.41
wildfire,12.82,23.2,223.4,coastal,176.5,0.832,13,29.49
flood,56.18,63.1,303.5,coastal,2190.2,0.634,26,144.08
wildfire,2.84,11.0,295.5,mountainous,2497.3,0.934,28,2.84
flood,284.31,24.3,13.8,mountainous,410.1,0.218,26,425.38
flood,123.68,40.3,306.4,mountainous,762.5,0.35,26,198.96
wildfire,27.51,32.7,257.2,flat,1140.2,0.066,26,27.51
flood,94.27,37.8,210.6,urban,2220.9,0.69,20,138.95
flood,19.81,52.1,284.7,urban,222.6,0.8,29,35.32
wildfire,51.45,30.7,336.3,coastal,1175.8,0.654,24,55.38
wildfire,7.85,6.9,79.4,hilly,2767.1,0.449,13,7.85
flood,46.7,13.2,313.0,urban,630.9,0.101,26,89.13
wildfire,16.09,23.4,141.1,mountainous,667.3,0.664,28,22.05
wildfire,200.17,16.6,131.2,urban,1909.4,0.536,22,210.29
flood,15.15,30.4,6.9,hilly,2393.1,0.69,24,28.77
wildfire,22.58,40.0,86.2,urban,204.3,0.785,1,51.57
wildfire,95.46,9.7,352.0,hilly,826.7,0.822,11,124.3
flood,1.84,18.4,293.5,forested,1246.0,0.097,4,4.41
flood,146.42,23.5,342.1,coastal,2091.5,0.318,14,252.53
flood,38.9,27.0,230.6,urban,2425.9,0.381,26,55.38
flood,4.32,22.4,241.2,forested,355.9,0.351,25,10.39
flood,122.99,8.8,314.0,hilly,940.4,0.599,17,183.69
wildfire,57.07,12.8,78.5,forested,648.8,0.017,16,71.39
wildfire,78.7,23.7,354.3,mountainous,774.5,0.45,23,100.68
wildfire,3.0,36.7,213.2,forested,1438.1,0.131,1,5.42
wildfire,43.97,20.2,14.3,flat,2525.3,0.981,25,48.46
wildfire,28.5,13.0,220.3,mountainous,1196.7,0.641,19,33.27
wildfire,21.66,19.6,329.3,forested,1071.0,0.497,22,32.71
flood,14.14,32.1,339.6,mountainous,353.8,0.871,1,29.91
wildfire,51.65,31.4,202.7,urban,1653.0,0.061,6,62.56
flood,69.66,10.7,243.0,forested,963.0,0.658,26,116.64
flood,26.43,4.6,334.5,mountainous,2912.8,0.037,27,29.77
flood,68.21,30.5,164.3,coastal,1962.0,0.397,29,115.78
flood,12.72,55.7,200.9,forested,343.7,0.515,28,49.17
flood,138.66,13.9,348.7,forested,334.6,0.618,23,250.62
wildfire,27.72,31.6,25.3,coastal,1386.0,0.125,28,38.05
flood,1.41,14.3,335.6,urban,2468.3,0.358,10,1.41
flood,16.5,1.9,316.8,flat,2986.5,0.138,26,21.24
wildfire,64.73,21.3,261.2,forested,1091.5,0.114,11,75.98
wildfire,24.22,20.4,312.2,forested,1650.1,0.788,6,24.22
wildfire,1.17,20.9,257.4,flat,777.9,0.382,8,1.66
flood,68.08,44.1,329.8,coastal,2701.4,0.644,10,125.02
flood,183.93,23.7,248.4,hilly,766.2,0.699,1,350.82
wildfire,51.95,37.6,106.6,forested,1309.2,0.95,20,115.82
flood,49.57,18.0,288.7,mountainous,2492.0,0.573,12,76.97
flood,128.33,34.0,300.7,hilly,470.7,0.547,8,323.86
flood,11.46,50.6,85.1,mountainous,131.4,0.681,18,25.12
flood,30.02,30.3,252.6,forested,507.7,0.279,15,65.89
wildfire,147.66,27.9,302.5,coastal,121.7,0.205,25,286.95
wildfire,113.59,28.8,49.3,forested,870.4,0.374,15,197.21
flood,57.92,7.3,106.6,flat,2675.8,0.374,7,65.29
wildfire,76.02,36.3,309.1,hilly,1950.9,0.992,22,123.01
wildfire,103.54,26.3,199.0,urban,1228.9,0.073,8,103.54
flood,32.21,15.6,212.4,hilly,552.1,0.893,17,32.21
flood,47.32,34.2,299.0,urban,2735.7,0.999,16,52.97
flood,18.32,2.6,178.7,forested,723.0,0.859,24,23.33
wildfire,16.41,18.5,164.2,coastal,2545.6,0.242,29,16.41
wildfire,14.51,25.0,256.3,forested,765.2,0.982,18,39.15
flood,95.21,12.8,50.6,mountainous,1889.7,0.272,7,108.03
flood,34.96,28.8,276.7,urban,1588.5,0.138,15,53.45
wildfire,28.11,25.9,279.8,hilly,2721.6,0.968,1,28.11
flood,39.77,15.8,302.1,coastal,519.2,0.153,20,68.3
flood,60.27,17.9,158.4,mountainous,2977.6,0.678,3,79.0
wildfire,20.28,48.1,112.5,flat,1500.9,0.564,19,34.98
flood,29.29,36.8,256.9,forested,2729.0,0.063,15,61.71
flood,3.59,26.4,147.9,urban,1692.0,0.244,14,5.01
flood,139.93,43.6,326.3,mountainous,662.9,0.327,11,265.4
flood,80.33,33.8,43.7,mountainous,1780.7,0.935,27,149.42
flood,79.06,39.1,267.5,hilly,2037.5,0.051,2,170.05
flood,23.85,34.8,315.4,flat,1267.1,0.599,16,59.65
wildfire,94.03,41.2,142.1,coastal,1592.5,0.925,1,214.06
wildfire,416.36,10.0,153.5,flat,2746.3,0.221,24,416.36
flood,39.42,37.7,234.9,forested,1291.2,0.154,11,99.75
flood,24.02,26.5,121.7,hilly,145.6,0.934,21,49.02
wildfire,31.62,0.0,126.2,mountainous,2209.8,0.838,27,31.62
wildfire,87.85,39.6,125.2,coastal,117.0,0.752,26,217.83
wildfire,79.57,34.6,273.6,urban,501.6,0.574,6,131.66
flood,47.71,0.0,15.0,hilly,1488.4,0.927,1,58.27
wildfire,40.35,13.2,221.2,flat,1730.3,0.534,24,52.32
flood,24.11,25.8,227.2,forested,38.2,0.208,29,53.44
flood,20.01,19.7,285.5,urban,2604.6,0.825,3,21.49
flood,40.13,20.6,291.8,flat,1885.5,0.784,26,71.47
wildfire,139.05,24.9,215.3,flat,1827.4,0.897,23,217.95
wildfire,3.25,18.2,138.9,flat,2663.7,0.561,2,3.25
flood,23.72,1.3,262.7,hilly,2474.6,0.63,3,31.28
wildfire,143.87,49.3,352.0,mountainous,1604.0,0.574,13,200.33
wildfire,72.14,54.7,52.5,urban,2774.2,0.212,18,72.14
flood,87.22,22.1,236.6,mountainous,1838.1,0.323,26,127.83
wildfire,39.04,63.4,354.2,coastal,1625.7,0.521,14,59.99
wildfire,4.27,0.0,138.5,urban,1855.0,0.183,7,4.27
wildfire,68.8,13.1,118.0,forested,517.1,0.819,27,114.92
wildfire,124.87,0.0,87.1,hilly,2572.4,0.851,19,124.87
flood,78.15,23.9,116.2,mountainous,314.5,0.678,10,137.44
flood,17.78,26.8,320.2,hilly,785.0,0.424,26,37.84
flood,123.13,9.8,65.1,urban,338.8,0.768,16,144.15
flood,12.33,24.9,108.6,flat,2355.9,0.616,15,22.82
flood,37.49,47.7,348.3,flat,533.5,0.257,4,115.29
flood,1.19,18.9,225.9,urban,1181.6,0.93,21,1.72
wildfire,68.25,28.3,185.8,urban,730.7,0.442,10,85.4
flood,18.25,27.3,269.9,mountainous,270.8,0.55,29,23.04
flood,4.14,46.2,30.7,flat,2705.6,0.369,24,9.86
flood,38.62,5.5,292.0,flat,1194.5,0.19,22,60.46
wildfire,95.51,10.4,286.6,urban,392.1,0.092,20,95.51
wildfire,219.8,40.1,313.2,mountainous,456.3,0.038,27,219.8
wildfire,19.39,29.6,290.0,forested,807.3,0.736,1,34.19
flood,98.99,23.3,245.1,urban,986.6,0.82,4,125.31
wildfire,27.24,47.2,279.4,mountainous,1530.1,0.678,2,46.3
wildfire,22.78,13.7,125.9,hilly,116.0,0.828,5,44.96
wildfire,33.63,0.0,94.7,hilly,1898.4,0.521,23,33.63
flood,20.49,42.1,71.8,coastal,2958.1,0.414,10,38.99
flood,89.73,17.1,39.0,hilly,1757.8,0.686,25,176.13
wildfire,77.13,32.6,232.9,flat,1422.9,0.442,21,127.37
flood,14.06,0.0,328.0,flat,1990.6,0.474,18,18.74
wildfire,8.27,21.8,331.1,hilly,263.6,0.948,5,16.48
flood,40.23,21.4,87.5,forested,517.5,0.595,11,87.85
wildfire,34.18,7.5,141.4,coastal,2476.0,0.216,27,34.18
flood,4.02,28.2,335.7,coastal,371.3,0.423,9,7.67
wildfire,10.91,6.8,7.4,flat,1679.0,0.655,15,10.91
wildfire,32.44,46.7,268.7,mountainous,1074.3,0.501,27,56.07
flood,33.16,32.7,263.3,urban,1293.3,0.88,16,52.49
flood,2.91,25.0,162.9,flat,481.5,0.419,13,6.45
flood,30.69,23.6,292.9,urban,1826.3,0.525,25,41.54
flood,41.89,44.6,154.9,urban,1286.7,0.248,28,49.58
flood,58.7,38.4,69.5,mountainous,1250.9,0.723,17,87.88
flood,36.08,30.7,323.6,urban,1993.8,0.543,23,70.25
flood,6.34,23.1,3.7,hilly,2799.3,0.795,14,8.2
flood,7.88,42.2,283.7,hilly,2157.2,0.528,10,19.58
flood,94.7,25.2,9.7,flat,2245.0,0.772,13,146.24
wildfire,43.64,31.3,28.4,flat,213.8,0.069,8,74.31
wildfire,41.8,6.7,149.2,coastal,2053.9,0.867,12,42.08
flood,21.34,0.0,136.8,hilly,2780.6,0.91,23,21.34
wildfire,23.4,37.4,270.2,forested,1823.9,0.414,5,33.66
wildfire,48.73,50.2,357.6,flat,340.6,0.414,18,148.39
wildfire,14.13,24.6,194.4,coastal,40.6,0.945,19,31.35
wildfire,86.05,13.3,251.7,mountainous,2253.3,0.3,1,86.05
flood,13.51,16.6,48.2,hilly,500.8,0.474,15,20.9
flood,3.97,16.3,258.4,urban,1810.6,0.274,13,5.42
flood,17.48,28.4,196.9,coastal,2593.2,0.261,28,27.04
flood,37.31,30.3,178.8,hilly,696.9,0.915,28,75.49
flood,7.5,29.8,135.0,forested,750.3,0.729,5,18.6
wildfire,127.43,0.0,342.0,coastal,25.7,0.982,1,217.73
wildfire,5.41,7.1,292.1,hilly,2380.0,0.319,2,5.41
flood,38.04,6.8,123.1,mountainous,580.2,0.814,3,48.21
wildfire,32.89,13.9,94.1,urban,1854.1,0.998,5,32.89
wildfire,81.29,34.4,102.8,urban,1868.7,0.427,19,87.8
wildfire,46.73,9.8,270.8,urban,1685.8,0.848,27,51.59
flood,28.64,33.6,228.9,urban,2491.8,0.182,27,34.85
wildfire,27.61,30.7,92.9,mountainous,400.5,0.164,6,39.46
wildfire,57.48,47.2,69.9,mountainous,2660.8,0.973,12,57.48
wildfire,72.64,0.0,280.8,mountainous,1510.1,0.009,28,72.64
wildfire,58.79,41.9,73.1,urban,1283.2,0.008,9,58.79
flood,116.39,16.9,0.8,coastal,1655.4,0.51,16,198.72
wildfire,25.25,13.9,237.3,urban,1415.4,0.377,18,28.33
flood,10.1,3.0,324.5,hilly,1138.0,0.48,26,13.84
flood,55.47,18.4,117.4,forested,2369.6,0.843,22,100.99
flood,33.36,21.3,90.8,forested,1716.9,0.365,11,57.1
flood,5.6,38.3,39.2,coastal,159.5,0.197,20,14.19
flood,31.54,18.4,327.9,urban,2151.6,0.823,19,47.22
flood,17.23,5.1,41.1,forested,294.1,0.848,16,36.76
wildfire,38.83,30.8,267.4,forested,658.6,0.739,22,83.87
flood,159.86,36.4,251.4,urban,990.2,0.862,7,247.87
flood,36.43,29.0,204.1,flat,871.9,0.822,15,78.18
flood,7.28,26.8,112.2,forested,330.5,0.31,2,14.91
flood,4.77,21.5,321.0,mountainous,612.7,0.53,5,9.16
flood,123.94,24.0,291.9,mountainous,835.4,0.914,25,235.76
flood,5.21,34.8,287.9,coastal,1931.7,0.114,1,7.77
flood,44.07,16.4,50.5,hilly,321.5,0.735,24,74.03
flood,24.54,18.5,333.7,urban,644.2,0.96,16,37.93
flood,10.11,25.2,267.0,hilly,223.3,0.94,12,18.23
wildfire,64.45,22.0,342.0,flat,375.7,0.202,6,116.06
wildfire,25.09,25.7,43.5,coastal,342.8,0.551,25,46.07
wildfire,98.08,6.8,133.8,urban,1844.8,0.996,11,119.98
wildfire,4.71,80.0,135.7,coastal,1462.7,0.855,10,13.52
wildfire,4.75,6.8,248.6,flat,2649.7,0.675,21,4.75
wildfire,45.38,19.3,240.1,mountainous,1682.1,0.544,27,56.32
wildfire,14.54,22.0,3.2,hilly,935.7,0.722,10,17.76
flood,24.02,15.1,345.7,forested,2584.5,0.787,8,28.66
wildfire,20.43,8.0,81.4,mountainous,1427.8,0.651,19,20.43
wildfire,8.45,20.5,351.7,forested,2931.8,0.971,4,8.83
wildfire,41.33,25.7,300.6,hilly,1515.9,0.398,3,54.42
flood,13.28,31.4,213.5,urban,2031.3,0.994,11,22.78
flood,49.92,3.5,336.4,forested,1982.9,0.473,18,55.53
flood,5.87,12.9,65.9,urban,410.7,0.033,15,8.22
flood,33.54,25.5,89.9,mountainous,218.1,0.65,5,54.76
flood,11.35,36.6,83.3,urban,2945.6,0.447,13,17.75
wildfire,151.23,37.5,163.5,urban,2648.7,0.187,27,151.23
wildfire,17.36,23.5,183.9,hilly,2453.9,0.135,7,17.36
wildfire,249.63,29.4,190.9,mountainous,515.1,0.086,6,288.92
flood,41.01,19.5,9.4,forested,1535.9,0.937,11,67.46
flood,143.31,17.4,50.4,urban,1514.1,0.244,7,203.85
wildfire,29.6,34.1,243.5,hilly,2590.6,0.554,17,34.16
flood,2.69,29.3,120.2,flat,2621.2,0.474,7,3.88
wildfire,141.24,45.1,224.9,flat,1473.6,0.186,5,254.91
flood,2.99,15.7,93.9,urban,2792.8,0.441,21,4.58
flood,31.53,16.1,159.1,coastal,1196.3,0.809,28,48.17
wildfire,15.51,12.3,143.6,coastal,1297.0,0.134,11,15.63
flood,55.05,30.1,30.2,forested,1992.6,0.42,9,104.21
wildfire,78.81,28.8,231.5,flat,2552.6,0.065,28,78.81
wildfire,335.68,40.2,25.4,urban,2798.3,0.03,19,335.68
flood,10.41,23.7,303.9,hilly,968.6,0.036,7,15.26
wildfire,23.56,33.5,273.1,urban,380.1,0.224,13,39.75
flood,94.14,26.6,191.9,coastal,2162.6,0.617,12,127.51
flood,82.09,59.1,279.4,hilly,2577.3,0.241,11,167.49
wildfire,8.4,8.5,220.7,coastal,2101.4,0.165,23,8.4
wildfire,105.0,8.7,5.8,urban,1011.0,0.685,10,129.01
wildfire,23.99,29.9,217.2,hilly,632.9,0.878,16,49.55
flood,20.73,6.3,339.0,urban,908.3,0.223,10,23.89
wildfire,53.58,43.8,120.5,hilly,222.2,0.972,4,164.26
flood,187.51,56.4,336.2,mountainous,1930.1,0.522,28,424.74
flood,144.4,33.3,101.6,forested,2792.3,0.287,14,273.04
wildfire,19.61,35.3,44.0,hilly,2647.6,0.461,20,19.61
wildfire,7.22,21.1,81.6,flat,1937.3,0.778,4,11.1
wildfire,12.22,15.6,214.9,coastal,1461.2,0.887,29,15.46
flood,55.05,19.5,69.7,forested,549.8,0.823,25,131.16
flood,11.44,32.0,227.1,hilly,1333.1,0.181,29,19.42
wildfire,9.02,3.2,72.9,mountainous,2631.0,0.24,1,9.02
flood,44.81,42.9,308.1,mountainous,2952.7,0.65,15,68.18
flood,12.61,8.0,177.5,flat,1262.7,0.571,27,16.5
flood,29.28,34.1,116.9,forested,2425.4,0.506,2,72.81
flood,55.51,8.2,105.0,forested,1498.8,0.394,19,86.31
flood,2.55,45.5,169.2,urban,911.5,0.227,7,4.47
wildfire,15.55,0.0,24.9,hilly,512.2,0.324,13,18.34
wildfire,13.96,6.9,229.4,hilly,404.1,0.439,6,17.59
wildfire,89.32,36.9,11.9,forested,2752.1,0.862,6,113.52
flood,6.92,34.8,126.7,coastal,2678.0,0.704,22,15.2
flood,46.01,39.0,111.7,urban,2993.9,0.201,25,59.21
wildfire,29.77,26.8,3.9,forested,773.7,0.401,14,63.65
wildfire,29.25,45.0,73.9,coastal,1120.8,0.672,13,61.08
flood,87.82,12.5,333.7,mountainous,1536.6,0.621,21,114.11
wildfire,53.15,15.2,218.3,flat,951.0,0.101,14,65.01
flood,6.81,15.0,0.6,flat,2556.5,0.593,7,8.6
wildfire,26.36,41.8,209.6,forested,2211.1,0.841,14,57.35
wildfire,10.02,8.8,65.7,mountainous,2140.5,0.444,20,10.02
wildfire,7.11,16.4,65.8,urban,395.7,0.729,9,9.42
flood,39.13,26.1,356.1,mountainous,1102.2,0.495,25,59.59
wildfire,25.23,19.4,252.1,mountainous,2119.0,0.268,14,25.23
wildfire,12.46,0.0,354.5,coastal,275.7,0.039,8,12.46
wildfire,98.9,10.7,354.7,coastal,2616.4,0.884,5,100.4
wildfire,53.47,24.3,5.6,mountainous,2490.3,0.824,16,53.47
wildfire,15.57,27.9,166.8,mountainous,2626.7,0.62,19,15.57
flood,2.67,35.8,109.0,urban,1664.2,0.425,4,4.23
flood,111.56,15.4,256.4,urban,1989.0,0.976,13,184.37
wildfire,92.14,16.0,39.4,hilly,1232.3,0.878,27,99.11
wildfire,8.04,38.6,84.3,coastal,1165.0,0.16,12,10.35
flood,174.87,46.0,19.1,coastal,782.0,0.585,1,305.29
flood,192.84,46.2,127.0,forested,474.8,0.883,26,434.74
wildfire,71.74,19.7,208.7,hilly,1684.8,0.404,25,82.46
wildfire,31.28,24.0,221.7,hilly,2232.4,0.799,12,32.58
wildfire,28.98,19.4,181.8,hilly,247.0,0.447,26,51.06
flood,19.93,0.0,161.4,mountainous,49.0,0.476,12,27.84
flood,75.01,22.2,115.5,mountainous,2637.6,0.725,1,112.18
wildfire,77.39,14.5,206.2,coastal,1814.9,0.842,18,86.71
flood,19.2,34.4,70.0,hilly,383.3,0.476,5,35.48
wildfire,12.56,42.6,289.0,hilly,1515.2,0.012,19,13.13
wildfire,133.85,3.2,59.6,mountainous,1020.5,0.114,2,133.85
flood,3.95,33.8,340.6,hilly,1573.5,0.733,12,6.97
flood,197.35,26.0,194.4,mountainous,1872.5,0.355,25,268.33
wildfire,50.35,39.8,137.7,coastal,749.0,0.992,25,133.29
wildfire,6.45,15.9,107.9,urban,1373.2,0.703,26,6.45
wildfire,57.66,20.6,26.4,hilly,777.0,0.31,10,91.65
flood,1.86,14.5,64.0,mountainous,1132.6,0.587,4,2.21
wildfire,12.63,47.5,301.7,urban,518.0,0.113,21,16.47
flood,108.4,56.7,323.7,hilly,2346.8,0.36,18,266.63
flood,47.53,15.6,140.6,coastal,812.6,0.337,7,80.85
flood,47.38,35.2,108.1,forested,1367.9,0.844,8,115.25
wildfire,6.23,40.8,321.0,urban,1596.2,0.716,5,11.54
wildfire,92.98,42.2,137.7,flat,1127.9,0.515,1,218.01
flood,47.69,16.8,320.0,urban,212.7,0.975,1,72.57
flood,136.62,11.4,285.9,urban,2376.8,0.628,2,138.91
flood,38.56,21.0,281.2,mountainous,411.3,0.875,14,53.98
flood,40.8,23.8,43.2,forested,2848.0,0.093,4,70.4
wildfire,23.14,50.0,215.6,forested,2569.4,0.936,26,36.83
wildfire,9.14,0.0,325.0,coastal,1764.2,0.269,3,9.14
flood,27.14,34.5,277.4,coastal,1747.4,0.093,27,49.8
flood,81.54,5.0,168.2,mountainous,1048.1,0.315,15,111.73
flood,14.91,26.5,237.0,hilly,77.9,0.414,13,31.6
flood,10.06,24.2,250.8,forested,1318.4,0.875,2,20.75
wildfire,38.74,26.8,322.9,flat,1582.2,0.617,13,54.62
flood,63.76,21.6,32.6,hilly,1765.9,0.743,2,83.01
wildfire,35.54,31.2,196.0,hilly,1090.4,0.512,19,64.55
flood,66.65,15.9,185.9,coastal,2498.3,0.412,20,101.96
flood,22.25,38.8,51.3,mountainous,247.9,0.5,14,55.69
flood,64.1,21.3,117.0,flat,2720.8,0.479,7,100.22
flood,30.67,9.6,34.1,coastal,898.1,0.717,14,35.49
flood,27.17,33.9,225.0,coastal,2336.7,0.159,7,60.02
flood,37.37,31.3,266.1,flat,2166.4,0.586,25,66.64
wildfire,7.08,15.6,154.2,urban,1341.2,0.539,26,8.34
wildfire,44.26,49.0,168.5,flat,2528.6,0.143,14,46.52
flood,23.46,33.8,246.8,forested,912.9,0.215,2,68.99
wildfire,5.55,12.9,319.0,hilly,1758.6,0.484,22,5.55
wildfire,153.13,29.6,190.8,hilly,2712.0,0.685,13,153.13
flood,32.64,14.7,159.3,mountainous,554.0,0.593,18,60.42
flood,134.3,26.0,134.7,urban,751.6,0.385,3,306.86
wildfire,125.07,6.6,348.1,flat,204.6,0.663,13,201.81
wildfire,133.8,17.8,198.3,flat,2439.1,0.418,29,133.8
wildfire,205.78,8.1,43.3,flat,1318.9,0.447,19,220.56
wildfire,37.16,39.8,233.4,flat,74.9,0.83,25,106.18
flood,8.72,31.7,95.9,urban,18.6,0.663,20,18.38
wildfire,68.33,18.6,240.7,forested,385.8,0.537,28,132.09
flood,94.37,21.7,209.0,urban,2945.2,0.58,9,120.82
flood,118.46,25.9,60.6,coastal,685.7,0.831,16,236.76
flood,30.59,19.2,198.6,mountainous,1603.0,0.267,18,46.04
flood,47.84,35.7,48.1,coastal,1644.4,0.638,3,87.6
wildfire,48.39,21.8,349.8,forested,699.2,0.628,24,100.59
flood,64.25,70.1,85.9,hilly,367.2,0.224,3,194.63
flood,33.17,52.9,36.8,mountainous,2467.5,0.233,20,66.69
flood,121.96,23.8,21.1,flat,722.7,0.639,2,240.06
flood,31.38,35.9,114.7,forested,2825.6,0.607,21,68.58
wildfire,6.14,28.5,106.9,urban,1351.3,0.684,13,8.38
wildfire,12.27,28.2,201.9,urban,2525.8,0.742,4,13.49
wildfire,73.47,25.1,173.0,forested,680.0,0.612,14,186.44
flood,24.89,43.3,167.3,mountainous,1624.4,0.779,17,49.51
wildfire,1.79,41.4,345.9,urban,2268.6,0.734,11,1.79
wildfire,61.52,3.1,209.2,hilly,1725.1,0.889,2,79.67
wildfire,32.96,9.2,353.4,urban,2310.8,0.704,20,32.96
flood,37.43,58.6,294.7,urban,684.1,0.156,21,105.29
flood,65.94,19.2,151.4,urban,232.1,0.809,2,110.6
flood,82.01,23.9,266.4,forested,2165.1,0.293,12,195.41
wildfire,13.93,45.4,128.8,mountainous,47.9,0.935,22,25.79
flood,29.5,0.0,7.5,hilly,1076.0,0.02,16,29.5
wildfire,6.26,46.6,82.9,mountainous,1289.5,0.615,24,10.59
flood,254.69,22.6,334.2,urban,2828.7,0.01,20,267.4
flood,43.55,34.6,322.1,flat,2974.0,0.996,26,59.52
wildfire,9.73,0.0,307.6,mountainous,1917.8,0.604,6,9.73
flood,17.83,19.1,198.2,hilly,1436.3,0.664,11,24.29
wildfire,20.33,39.3,240.7,flat,873.3,0.416,1,49.15
flood,38.33,21.2,151.2,coastal,2442.2,0.344,3,42.91
flood,13.55,0.2,91.8,urban,2196.1,0.906,11,13.76
wildfire,52.91,30.5,165.0,forested,716.3,0.66,20,84.12
flood,38.94,9.1,302.7,hilly,234.2,0.562,2,70.82
wildfire,1.76,22.2,158.8,forested,1079.7,0.114,9,2.19
flood,7.7,42.2,85.6,urban,756.2,0.824,21,12.4
flood,37.92,18.6,260.8,coastal,2705.6,0.066,3,51.66
wildfire,7.64,29.7,34.7,mountainous,974.8,0.852,18,9.75
wildfire,24.27,26.8,78.4,forested,2211.2,0.893,6,30.74
wildfire,4.9,39.8,166.8,forested,1982.1,0.143,7,6.73
flood,35.52,30.4,107.5,flat,2364.8,0.475,28,49.35
flood,44.21,29.5,295.1,coastal,196.1,0.706,27,92.96
wildfire,40.07,34.8,143.0,coastal,1909.3,0.798,13,63.0
flood,65.86,19.0,240.6,forested,1663.8,0.463,17,120.57
flood,9.49,60.8,56.1,coastal,1358.4,0.46,12,17.86
flood,47.3,31.1,115.6,mountainous,2632.9,0.137,27,80.0
wildfire,3.92,42.3,110.8,hilly,1706.6,0.418,29,4.95
wildfire,76.55,47.4,87.9,coastal,850.8,0.983,19,172.01
flood,17.29,17.1,164.9,flat,590.5,0.339,14,26.86
wildfire,339.75,38.6,344.2,hilly,1094.1,0.332,26,381.97
flood,23.96,23.6,348.8,mountainous,2727.3,0.128,14,36.68
flood,46.26,13.3,329.6,forested,1265.8,0.31,19,69.09
flood,1.79,0.5,305.9,forested,2505.3,0.836,22,1.98
flood,25.29,36.8,14.3,flat,1652.9,0.898,13,55.29
flood,15.25,56.5,276.1,flat,2923.3,0.265,9,25.95
flood,17.12,59.3,169.4,forested,53.5,0.52,25,66.21
wildfire,123.72,29.9,259.1,hilly,901.8,0.543,20,171.81
wildfire,99.42,24.4,0.3,forested,2605.5,0.748,16,144.03
flood,18.44,13.5,91.1,hilly,2046.5,0.464,14,29.45
flood,19.82,52.7,228.5,coastal,52.6,0.958,2,42.82
wildfire,1.22,26.4,100.2,forested,1179.9,0.834,2,2.77
flood,57.65,21.6,90.6,hilly,1150.6,0.644,24,69.33
flood,2.49,39.2,156.9,forested,492.2,0.89,4,5.34
wildfire,35.97,44.2,22.2,flat,2900.9,0.934,10,62.82
wildfire,60.9,0.0,68.0,urban,1004.5,0.582,12,60.97
wildfire,6.05,33.9,304.6,flat,1438.3,0.36,25,10.0
wildfire,15.89,30.8,309.2,coastal,1491.3,0.474,3,21.38
flood,16.7,36.3,61.3,forested,2497.6,0.896,14,35.52
flood,44.24,6.5,274.7,coastal,2968.9,0.703,15,49.44
flood,42.21,46.9,316.8,coastal,293.3,0.322,7,107.7
wildfire,1.94,58.0,291.4,mountainous,318.2,0.731,10,4.27
wildfire,19.53,32.7,358.1,hilly,2373.1,0.631,4,23.67
flood,30.51,16.6,141.4,coastal,2921.8,0.439,10,43.18
flood,23.24,20.2,252.4,hilly,855.6,0.509,15,41.43
flood,50.14,11.3,221.8,hilly,1956.0,0.765,27,66.31
flood,6.46,11.3,119.4,mountainous,1657.4,0.091,1,10.49
flood,1.95,31.7,258.5,forested,1482.9,0.854,12,4.32
flood,2.43,14.2,187.6,flat,2070.7,0.051,10,3.07
wildfire,7.48,23.4,354.7,hilly,1154.9,0.841,5,8.42
wildfire,103.79,5.7,248.5,urban,1493.4,0.148,15,103.79
wildfire,10.25,29.1,164.8,hilly,125.0,0.426,22,23.73
